timestamps,open,high,low,close,volume,amount
2023-09-14 17:00:00+00:00,1634.82,1637.91,1631.85,1632.88,4217.4221,6891891.954691
2023-09-14 17:30:00+00:00,1632.88,1637.75,1632.17,1636.81,3453.9315,5649421.116773
2023-09-14 18:00:00+00:00,1636.81,1639.2,1635.14,1636.4,3089.4165,5057311.008836
2023-09-14 18:30:00+00:00,1636.4,1644.29,1629.62,1629.84,10359.158,16950018.525467
2023-09-14 19:00:00+00:00,1629.85,1633.39,1629.41,1632.72,4673.2785,7626426.536242
2023-09-14 19:30:00+00:00,1632.73,1636.32,1631.08,1635.99,3182.2368,5200091.61558
2023-09-14 20:00:00+00:00,1635.98,1638.07,1631.1,1633.27,3721.3673,6080254.441514
2023-09-14 20:30:00+00:00,1633.27,1633.27,1627.47,1627.48,3860.5824,6290749.377538
2023-09-14 21:00:00+00:00,1627.48,1630.0,1625.6,1628.59,4272.9027,6956789.228987
2023-09-14 21:30:00+00:00,1628.59,1629.0,1624.27,1627.14,3241.5404,5271613.000193
2023-09-14 22:00:00+00:00,1627.14,1631.52,1626.07,1631.51,2818.4338,4590987.302755
2023-09-14 22:30:00+00:00,1631.52,1632.13,1628.99,1630.01,1956.7541,3190978.024366
2023-09-14 23:00:00+00:00,1630.01,1631.19,1628.1,1628.19,1699.8833,2769994.781589
2023-09-14 23:30:00+00:00,1628.19,1628.2,1625.32,1626.47,2011.6702,3272277.521035
2023-09-15 00:00:00+00:00,1626.48,1626.75,1623.36,1625.99,2549.7316,4143665.885171
2023-09-15 00:30:00+00:00,1625.99,1629.34,1624.0,1624.48,3196.6509,5201785.371443
2023-09-15 01:00:00+00:00,1624.47,1626.72,1622.36,1626.4,2118.9065,3442248.603476
2023-09-15 01:30:00+00:00,1626.4,1627.65,1625.16,1627.58,1660.7292,2701018.510253
2023-09-15 02:00:00+00:00,1627.59,1635.64,1627.58,1635.39,7094.107,11588496.94194
2023-09-15 02:30:00+00:00,1635.39,1635.8,1632.25,1632.71,2817.2817,4605292.499233
2023-09-15 03:00:00+00:00,1632.71,1634.55,1631.08,1632.73,2235.9254,3651502.148547
2023-09-15 03:30:00+00:00,1632.74,1635.53,1632.73,1634.61,2749.9124,4493362.215162
2023-09-15 04:00:00+00:00,1634.6,1635.88,1632.19,1632.19,2421.4603,3957705.273382
2023-09-15 04:30:00+00:00,1632.2,1634.34,1631.21,1633.55,2027.5803,3310757.829782
2023-09-15 05:00:00+00:00,1633.56,1634.35,1632.41,1633.1,2041.7008,3334679.101493
2023-09-15 05:30:00+00:00,1633.09,1633.8,1629.25,1630.69,5250.7142,8562393.300383
2023-09-15 06:00:00+00:00,1630.68,1631.91,1629.25,1631.23,2281.1848,3718562.097124
2023-09-15 06:30:00+00:00,1631.24,1631.24,1628.5,1629.74,1991.5027,3245908.756857
2023-09-15 07:00:00+00:00,1629.75,1630.12,1627.08,1628.78,2216.4278,3609371.197354
2023-09-15 07:30:00+00:00,1628.78,1629.14,1627.0,1627.85,1698.6296,2765802.980824
2023-09-15 08:00:00+00:00,1627.85,1628.01,1625.58,1627.91,3183.9352,5181174.200722
2023-09-15 08:30:00+00:00,1627.91,1629.8,1627.9,1629.68,1929.0787,3142423.306364
2023-09-15 09:00:00+00:00,1629.68,1632.07,1626.86,1627.3,3085.1217,5025244.470656
2023-09-15 09:30:00+00:00,1627.3,1631.2,1626.99,1628.92,1873.8121,3053422.443751
2023-09-15 10:00:00+00:00,1628.92,1630.18,1628.01,1629.85,1678.7454,2734678.818334
2023-09-15 10:30:00+00:00,1629.85,1630.45,1628.63,1630.32,1484.0742,2418230.362783
2023-09-15 11:00:00+00:00,1630.31,1630.32,1623.44,1624.64,4099.2558,6665067.601404
2023-09-15 11:30:00+00:00,1624.64,1625.59,1617.75,1620.66,7017.3173,11383461.224759
2023-09-15 12:00:00+00:00,1620.67,1624.1,1620.01,1622.18,4763.7702,7729966.076241
2023-09-15 12:30:00+00:00,1622.19,1622.87,1619.37,1619.9,3927.7395,6366180.83165
2023-09-15 13:00:00+00:00,1619.89,1622.3,1619.53,1621.29,2533.3756,4107267.035108
2023-09-15 13:30:00+00:00,1621.29,1625.69,1620.25,1620.25,3626.855,5886180.484858
2023-09-15 14:00:00+00:00,1620.26,1622.75,1618.34,1619.69,3762.9448,6099338.511142
2023-09-15 14:30:00+00:00,1619.69,1619.88,1611.42,1614.64,8060.9523,13021411.696619
2023-09-15 15:00:00+00:00,1614.64,1618.34,1614.17,1616.82,3954.399,6391199.141081
2023-09-15 15:30:00+00:00,1616.82,1620.0,1616.28,1619.47,3164.7343,5122361.680836
2023-09-15 16:00:00+00:00,1619.47,1621.3,1618.73,1620.75,2424.935,3928230.773903
2023-09-15 16:30:00+00:00,1620.76,1623.48,1619.12,1622.69,3255.9699,5279062.143499
2023-09-15 17:00:00+00:00,1622.7,1622.79,1619.7,1620.2,1938.8924,3143656.2818
2023-09-15 17:30:00+00:00,1620.19,1622.23,1618.76,1619.08,1684.5396,2729549.281375
2023-09-15 18:00:00+00:00,1619.08,1619.94,1618.09,1619.33,1255.7058,2033262.629327
2023-09-15 18:30:00+00:00,1619.32,1621.72,1617.47,1619.22,1428.7495,2314217.38388
2023-09-15 19:00:00+00:00,1619.22,1623.27,1618.74,1622.76,2944.924,4775335.885312
2023-09-15 19:30:00+00:00,1622.76,1623.33,1621.21,1621.21,2182.2583,3540148.77423
2023-09-15 20:00:00+00:00,1621.22,1622.48,1619.09,1621.0,1806.621,2928060.143273
2023-09-15 20:30:00+00:00,1621.0,1622.87,1620.95,1622.45,1810.1578,2935737.399889
2023-09-15 21:00:00+00:00,1622.44,1638.8,1622.44,1628.7,15343.8578,25027997.654848
2023-09-15 21:30:00+00:00,1628.69,1631.9,1627.17,1631.89,2345.668,3821917.778507
2023-09-15 22:00:00+00:00,1631.9,1634.15,1630.81,1633.24,2657.6562,4338677.28079
2023-09-15 22:30:00+00:00,1633.24,1654.08,1633.21,1649.51,23752.8522,39084404.969924
2023-09-15 23:00:00+00:00,1649.51,1653.21,1642.41,1642.81,9214.487,15192559.719865
2023-09-15 23:30:00+00:00,1642.82,1646.91,1640.94,1641.29,4794.1932,7883614.408711
2023-09-16 00:00:00+00:00,1641.3,1643.94,1640.21,1643.3,2897.6745,4758922.664398
2023-09-16 00:30:00+00:00,1643.29,1645.28,1640.9,1641.84,1816.2342,2983830.801379
2023-09-16 01:00:00+00:00,1641.85,1644.93,1639.1,1639.59,3766.023,6185160.547525
2023-09-16 01:30:00+00:00,1639.58,1644.14,1638.68,1643.72,1940.0055,3184714.893809
2023-09-16 02:00:00+00:00,1643.71,1653.17,1643.71,1646.64,7801.9109,12855433.324091
2023-09-16 02:30:00+00:00,1646.64,1649.92,1644.84,1645.44,4232.0598,6970659.77152
2023-09-16 03:00:00+00:00,1645.45,1647.95,1644.14,1646.15,2513.8804,4138933.159299
2023-09-16 03:30:00+00:00,1646.14,1646.15,1640.67,1641.58,2933.1105,4820367.170668
2023-09-16 04:00:00+00:00,1641.57,1642.05,1638.4,1640.31,4424.2703,7256778.573639
2023-09-16 04:30:00+00:00,1640.31,1642.28,1638.66,1638.95,2109.4692,3461346.174679
2023-09-16 05:00:00+00:00,1638.95,1640.74,1637.71,1640.03,2985.1479,4892950.743161
2023-09-16 05:30:00+00:00,1640.04,1640.04,1637.7,1638.3,1873.2195,3069572.271894
2023-09-16 06:00:00+00:00,1638.29,1639.46,1636.15,1636.29,2307.7747,3780173.491124
2023-09-16 06:30:00+00:00,1636.3,1637.09,1634.29,1636.5,2898.4611,4741660.318533
2023-09-16 07:00:00+00:00,1636.49,1637.04,1635.28,1637.04,1901.7426,3111678.431071
2023-09-16 07:30:00+00:00,1637.04,1637.82,1634.89,1636.8,1017.2291,1664533.398119
2023-09-16 08:00:00+00:00,1636.8,1637.23,1633.22,1635.2,2917.5277,4770152.16616
2023-09-16 08:30:00+00:00,1635.21,1637.29,1633.6,1634.71,1886.3279,3086108.718919
2023-09-16 09:00:00+00:00,1634.72,1635.81,1634.33,1635.15,1651.8771,2701107.567724
2023-09-16 09:30:00+00:00,1635.15,1638.6,1634.19,1634.59,2370.2972,3879339.052961
2023-09-16 10:00:00+00:00,1634.58,1635.63,1631.31,1635.47,4125.2795,6738746.700479
2023-09-16 10:30:00+00:00,1635.47,1636.57,1635.46,1636.55,1086.196,1777135.814757
2023-09-16 11:00:00+00:00,1636.55,1636.6,1634.26,1634.84,1146.3807,1875091.869874
2023-09-16 11:30:00+00:00,1634.85,1637.03,1634.21,1635.75,1446.5412,2365955.675713
2023-09-16 12:00:00+00:00,1635.74,1635.75,1634.3,1635.45,923.5462,1510023.451523
2023-09-16 12:30:00+00:00,1635.44,1639.37,1635.44,1637.19,1528.0824,2502290.054583
2023-09-16 13:00:00+00:00,1637.18,1637.58,1634.36,1635.0,1692.6068,2768384.710666
2023-09-16 13:30:00+00:00,1635.0,1636.07,1634.4,1635.21,1292.5909,2113494.454838
2023-09-16 14:00:00+00:00,1635.21,1635.85,1634.21,1635.51,1295.6739,2118776.632395
2023-09-16 14:30:00+00:00,1635.51,1636.61,1633.1,1633.19,2259.2949,3693243.239369
2023-09-16 15:00:00+00:00,1633.18,1636.99,1631.41,1635.64,1923.1321,3143304.300739
2023-09-16 15:30:00+00:00,1635.64,1636.89,1634.45,1634.46,987.7713,1615729.929493
2023-09-16 16:00:00+00:00,1634.45,1635.71,1633.66,1633.84,1813.8722,2965030.655824
2023-09-16 16:30:00+00:00,1633.83,1636.74,1633.62,1636.74,1524.4587,2493314.678587
2023-09-16 17:00:00+00:00,1636.74,1637.83,1635.49,1637.37,1396.836,2285752.308465
